Known Planet Name,X,Y,RA,Dec,Rand. Dist.,Region,Sector,Grid,Link,technicalId,Source : http://www.swgalaxymap.com/,url,title,is_character,side_bar,paragraph,crosslinks,Empire,Rebel
Llanic,7911.38,-10435.22,0.08725439858,24.58431327,383000527,Outer Rim,Karthakk Sector,Q16,http://starwars.wikia.com/wiki/Llanic,471.0,,https://starwars.fandom.com/wiki/Llanic,Llanic,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'System': 'Llanic system', 'Grid coordinates': 'Q-16', 'Trade routes': ['Llanic Spice Route', 'Triellus Spice Route']}}","Llanic was a planet located in the Llanic system within the galaxy's Outer Rim Territories. It was situated at the intersection of the Llanic Spice Route and the Triellus Trade Route. Bustling with smugglers and other shady characters, Llanic was considered to be similar to Mos Eisley. The Galactic Empire kept watch on Llanic due to the illicit credits that circulated there.
","['Triellus_Trade_Route', 'Smuggler', 'Standard_Galactic_Grid', 'Planet', 'Galactic_Empire', 'Skirmish_over_Llanic', 'The_galaxy', 'Mission_to_Rodia_(Luke_Skywalker)', 'Rodia', 'Kupohan', 'Starship', 'ln_space_superiority_starfighter', 'Luke_Skywalker', 'Outer_Rim_Territories', 'Canon', 'Tomasso', 'Llanic_system', 'Credit', 'Mos_Eisley', 'Llanic_Spice_Run']",1,0
Lok,8267.52,-10819.29,0.08725084674,24.58425581,382999962,Outer Rim,Karthakk Sector,Q17,http://starwars.wikia.com/wiki/Lok,472.0,,https://starwars.fandom.com/wiki/Lok,Lok,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Grid coordinates': 'Q-17'}}","Lok was an astronomical object located in the galaxy's Outer Rim Territories.
","['Outer_Rim_Territories', 'Standard_Galactic_Grid', 'Canon', 'The_galaxy']",0,0
Lola Sayu,9564.97,5381.22,0.08723790706,24.58667936,382999722,Outer Rim,,R6,http://starwars.wikia.com/wiki/Lola_Sayu,2046.0,,https://starwars.fandom.com/wiki/Lola_Sayu,Lola Sayu,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Sector': 'Belderone sector', 'System': 'Lola Sayu system'}, 'Physical information': {'Atmosphere': 'Breathable', 'Primary terrain': 'Volcanic', 'Points of interest': ['Citadel', 'Point Tarron', 'Sulfur Sea']}, 'Societal information': {'Affiliation': ['Galactic Republic', 'Confederacy of Independent Systems', 'New Republic']}}","Lola Sayu was a sulfurous, cracked planet that was home to the Citadel, a prison engineered to hold Jedi, during the Clone Wars.
","['Osi_Sobeck', '522_BBY', 'Atmosphere', 'Planet', 'Color', 'Sulfur_Sea', 'Battle_of_Lola_Sayu', 'Nexus_Route', 'Separatist_holdouts', 'Galactic_Republic', 'Fleet', 'K2-B4', 'New_Republic', 'Point_Tarron', 'Lola_Sayu_system', 'Jedi', 'Even_Piell', 'Saesee_Tiin', 'Citadel', 'Outer_Rim_Territories', 'Separatist_holdout_(Citadel)', 'Volcano', 'Jedi_Master', 'Canon', 'Sulfur', 'Belderone_sector', 'Confederacy_of_Independent_Systems', 'Clone_Wars', 'Officer', 'Unidentified_droid_(Citadel)', 'Prison']",0,1
Loovria,242.25,-12141.94,0.087330884,24.58405795,383000352,Mid Rim,Juvex Sector,L18,http://starwars.wikia.com/wiki/Loovria,1694.0,,https://starwars.fandom.com/wiki/Loovria,Loovria,False,{},"Loovria was a location in the galaxy.
","['Canon', 'The_galaxy']",0,0
Lorahns,6786.81,-6374.79,0.08726561409,24.5849207,382999999,Mid Rim,Sloo Sector,P14,http://starwars.wikia.com/wiki/Lorahns,1780.0,,https://starwars.fandom.com/wiki/Lorahns,Lorahns,False,"{'Astrographical information': {'Region': 'Mid Rim', 'Grid coordinates': 'P-14'}}","Lorahns was an astronomical object located in the galaxy's Mid Rim.
","['Mid_Rim', 'Standard_Galactic_Grid', 'Canon', 'The_galaxy']",0,0
Loronar,2763.72,-3717.75,0.08730573699,24.58531818,382999553,Colonies,,M12,http://starwars.wikia.com/wiki/Loronar,237.0,,https://starwars.fandom.com/wiki/Loronar,Loronar,False,"{'Astrographical information': {'Region': 'Colonies', 'Grid coordinates': 'M-12', 'Trade routes': 'Corellian Run'}}","Loronar was an astronomical object located in the galaxy's Colonies region that was situated along the Corellian Run. During the early rebellion against the Galactic Empire, the intelligence branch of the Rebel Alliance witnessed a spike in transmitter traffic from Loronar. Alliance Intelligence was able to deduce that a constellation of Torpedo Spheres were active. Paired with intelligence on equipment suppliers, Colonel Haxen Delto expressed to Chief of Rebel Intelligence General Airen Cracken that they should be worried.
","['Torpedo_Sphere', 'Alliance_to_Restore_the_Republic', 'Transmitter', 'Chief_of_Intelligence', 'Corellian_Run', 'General', 'Early_rebellion_against_the_Galactic_Empire', 'Galactic_Empire', 'Standard_Galactic_Grid', 'Colonel', 'Airen_Cracken', 'Canon', 'Rebel_Alliance_Intelligence_Service', 'Haxen_Delto', 'Colonies', 'The_galaxy']",1,1
Lorrd,4118.59,8164.54,0.08729222466,24.58709574,382999632,Outer Rim,Kanz Sector,N4,http://starwars.wikia.com/wiki/Lorrd,845.0,,https://starwars.fandom.com/wiki/Lorrd,Lorrd,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Grid coordinates': 'N-4'}}","Lorrd was an astronomical object located in the galaxy's Outer Rim Territories. During the early rebellion against the Galactic Empire, Freemarch had operations on Lorrd.
","['Outer_Rim_Territories', 'Early_rebellion_against_the_Galactic_Empire', 'Standard_Galactic_Grid', 'Freemarch', 'Canon', 'The_galaxy']",1,1
Lorta,-1592.24,-11667.99,0.08734917966,24.58412885,383000243,Mid Rim,Gendius Sector,J17,http://starwars.wikia.com/wiki/Lorta,1597.0,,https://starwars.fandom.com/wiki/Lorta,Lorta,False,"{'Astrographical information': {'Region': 'Mid Rim', 'Grid coordinates': 'J-17'}}","Lorta was an astronomical object located in the galaxy's Mid Rim.
","['Mid_Rim', 'Standard_Galactic_Grid', 'Canon', 'The_galaxy']",0,0
Lothal,14021.45,4298.01,0.0871934619,24.58651732,383000409,Outer Rim,Dominus Sector,U7,http://starwars.wikia.com/wiki/Lothal,2053.0,,https://starwars.fandom.com/wiki/Lothal,Lothal,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Sector': 'Lothal sector', 'System': 'Lothal system', 'Suns': ""1: Lothal's sun"", 'Moons': '2', 'Grid coordinates': 'U-7', 'Trade routes': 'Outer Rim trade route'}, 'Physical information': {'Atmosphere': 'Breathable', 'Climate': 'Temperate', 'Primary terrain': ['Mountainous', 'Prairies', 'Rock formations', 'Semi-arid savannah', 'Marshes'], 'Surface water': 'Shallow inland seas', 'Points of interest': ['Boo Boo barn', 'Clustered rock spires', 'Dinar', 'Easthills', 'Far Hiradne', 'Haven', 'Imperial Armory Complex', 'Imperial Communications Center', 'Kinpany Gap', 'Krai family farm', ""Lando Calrissian's farm"", 'Lothal cliff dwelling', 'Lothal Jedi Temple', 'Lothal re-settlement camp 43', 'Lothal resistance camp', 'Lothal wolf den', 'LothalNet comm tower E-272', 'Monad Outpost', ""Morad Sumar's farm"", 'Pelamir Gorge', 'Pretor Flats', ""Ryder's camp"", 'Sienar Advanced Projects Laboratory', ""Stel's uncle's repair shop"", 'Tangletown', 'Westhills'], 'Flora': 'Spine tree', 'Fauna': ['Bloodfly', 'Crickbeet', 'Edgehawk', 'Loth-bat', 'Loth-cat', 'Loth-rat', 'Nek', 'Nerf', 'Sabercat', 'Snot-hopper']}, 'Societal information': {'Native species': 'Loth-wolf', 'Immigrated species': ['Anx', 'Aqualish', 'Balosar', 'Bardottan', 'Chagrian', 'Devaronian', 'Feeorin', 'Gotal', 'Houk', 'Human', 'Ithorian', 'Rodian', 'Ruurian', 'Sakiyan', 'Ugnaught', 'Xexto'], 'Primary language(s)': ['Aqualish', 'Galactic Basic', 'Huttese', 'Ithorese'], 'Government': [""Lothal's planetary government"", 'Imperial governorship'], 'Demonym': ['Lothalian', 'Lothalite'], 'Major cities': ['Capital City', 'Jalath', 'Kothal'], 'Major imports': ['Agricultural equipment', 'Industrial machinery', 'Raw materials'], 'Major exports': ['Doonium', 'Foodstuffs', 'Starfighters', 'Starship components', 'Technology'], 'Affiliation': ['Jedi Order', 'Galactic Republic', 'Galactic Empire', 'First Order']}}","Lothal was a planet in the Outer Rim Territories. During the early years of the Galactic Empire, Lothal was in a state of economic disrepair and invited the Empire to take over the planet's industries, with the promise of prosperity and security. Although many people said the Empire would bring doom, the ones preaching new jobs and prosperity were vindicated. By 5 BBY, Lothal became the nesting ground for the Spectres, a small rebel cell which operated from the starship Ghost. After harrying Imperial forces and disrupting Imperial activities for at least a year, the Spectres eventually attracted the attention of Grand Moff Wilhuff Tarkin and Darth Vader, who tried unsuccessfully to stamp out these rebels. Vader even imposed a blockade on the planet, but the Spectres managed to slip through and rejoin the larger rebellion.
","['Noghri', 'Rescue_of_Alexsandr_Kallus', 'Technical_Institute_for_Agricultural_Research', 'Alderaanian', 'Alliance_to_Restore_the_Republic', 'd_%22Defender%22_Multi-Role_Starfighter', 'Ezra_Bridger', 'Jedi', 'LothalNet_comm_tower_E-272', 'Bloodfly', 'Mountain', 'Water', 'Jedi_Knight', '7th_Fleet', 'Swamp', 'Lothal_system', 'Lothal_cliff_dwelling', 'Lieutenant', 'Battle_of_Endor', 'Ugnaught', 'Jedi_Trials', 'Transportation_Ministry', 'Cikatro_Vizago', 'Occupation_of_Lothal', 'Education_Ministry', 'Gotal', 'Tangletown', 'Jogan_fruit', 'Ahsoka_Tano%27s_T-6_shuttle', 'Grav-ball', 'Imperial_Information_Office', 'Lothal_garrison', 'First_Order', 'Imperial_cadet', 'Mitth%27raw%27nuruodo', 'All_Terrain_Armored_Transport', 'Lothal_sector', 'Sienar_Fleet_Systems', 'Ephraim_Bridger', 'Uprising_against_the_First_Order', 'Senator', 'House_of_Organa', 'Star_Destroyer', 'Outer_Rim_Territories', 'Higher_Skies_Advocacy_Group', 'Landspeeder', 'Calamari_sector', 'Chinook_Station', 'Chance_cube', '34_ABY', 'Atmosphere', 'Galactic_Empire', 'T-6_shuttle', 'Star_Commuter_2000', 'Prince', 'Wolffe', 'Westhills_bombing_attempt', 'Jai_Kell', 'Imperial_Security_Bureau', 'Supply_Master', 'Imperial_Survey_Corps', 'Will-o%27-the-wisp', 'Farm', 'Mission_on_Lothal', 'Canon', 'Junior_Academy_of_Applied_Sciences', 'Lothal_Jedi_Temple', 'Lothal_wolf_den', 'Pryce_Mining', 'Theft_of_the_TIE_Defender_Elite', 'Nek', 'Pilot', 'Gravity_lock', 'Death', 'Hack_Fenlon', 'Domus_Renking', 'Batonn', '2_BBY', 'Chagrian', 'VCX-100_light_freighter', 'Jedi_Order', '35_ABY', 'Jenkes', 'Imperial_Agricultural_Collective', 'Seventh_Sister', 'Yahenna_Laxo', 'Sabercat', 'Loth-cat', 'Spine_tree', 'Haven_(Lothal)', 'Supreme_Chancellor', 'Grand_Moff', 'Sanz', 'Arquitens-class_command_cruiser', 'Oosalon', 'Monad_Outpost', 'Fire', 'Twi%27lek', 'Ministry_of_Agriculture', 'Jan_Dodonna', 'Loth-rat', 'Phoenix_Cell', 'Huttese', 'Imperial_Armory_Complex', 'Dinar', 'Padawan', 'Purrgil', 'Raid_on_a_suspected_rebel_cell', 'AP-5', 'Pretor_Flats', 'Lothal_Imperial_airfield', 'Sphyrna-class_Hammerhead_corvette', 'Protocol_13', 'Loth-wolf', 'Nerf', 'Standard_Galactic_Grid', 'Wilhuff_Tarkin', 'Dug', 'Aqualish', 'Gronson_Takkaro', 'Attack_on_Lothal', 'Pelamir_Gorge', 'Gregor', 'Fulcrum', 'Imperial_Mining_Institute', 'Kanan_Jarrus', 'Force-sensitive', 'BlasTech_Industries', 'Spectres', 'Far_Hiradne', 'Anakin_Skywalker', 'Puffer_pig', 'Standard_week', 'Insurgency_on_Lothal', 'Kothal', 'Blockade', 'Morad_Sumar%27s_farm', 'Doonium', 'Hyperspace_route', 'Houk', 'Bardottan', 'IN_interceptor', 'Lothal_resistance_camp', 'Balosar_(species)', 'Leia_Skywalker_Organa_Solo', 'Kintoni', 'Endor', 'Moff', 'Mission_to_Chinook_Station', 'Imperial_Navy', 'Arihnda_Pryce', 'Xenophobia', 'Gall_Trayvis', 'Stone_circle', 'Xexto', 'D_Defender_Elite', 'Capital_City', 'Ithorese', 'Imperial_Military', 'Proach', 'support_craft', 'Hyperspace', 'Gladiator_Night', 'Vocational_School_for_Institutional_Security', 'Outer_Rim_trade_route', '3277_BBY', 'Bossk', 'Ryder%27s_camp', 'Morad_Sumar', 'Sabine_Wren%27s_journal', 'Alien', 'Sakiyan', 'Ithorian', 'Sovereign', 'Crawler_413-24', 'Stel%27s_uncle%27s_repair_shop', 'Governor', 'Devaronian', 'Alexsandr_Kallus', 'Pretor_Flats_Academy', 'Planet', 'Yogar_Lyste', 'Revolt_in_an_Imperial_prison', 'Ahsoka_Tano', 'Grass', 'Yoda', 'Imperial_Communications_Center', 'Garel', 'Lothal_Senate', 'Easthills', 'Starship', 'Rescue_of_Hera_Syndulla', 'Lothal_Calendar', 'Snot-hopper', 'Leonis_family', 'Starfighter', 'Piers_Roddance', 'Clone_Wars', 'Crickbeet', 'Prison', 'Rukh', 'Alliance_High_Command', 'Feeorin', 'Foodstuff', 'Tseebo', 'Kyber_crystal', 'Action_at_Mustafar', 'Ryder_Azadi', 'Galactic_Senate', 'Galactic_calendar', 'Battle_of_Scarif', 'Fifth_Brother', 'Duel_on_Oosalon', 'Liberation_of_Lothal', 'Rodian', 'Krai_family_farm', '5_ABY', 'Dark_side_of_the_Force', 'Ocean', 'Westhills', 'Maketh_Tua', 'Crime_lord', 'Lothal_City_Capitol_Building', 'Westhills_massacre', 'Yavin_4', 'Loth-bat', 'Early_rebellion_against_the_Galactic_Empire', 'AppSci_SaberCats', 'Jedi_Master', 'Lothal%27s_sun', '1_BBY', 'Edgehawk', 'Trandoshan', 'General', 'Galactic_Civil_War', 'Alderaan', 'Farmer', 'Stormtrooper', 'Sarkos', 'Temperature', 'Jalath', 'Ore_crawler', 'Anx', 'Janus_Fhurek', 'The_Force', 'Academy_for_Young_Imperials', 'Sicemon', 'Galactic_Republic', 'Empire_Day', 'Proclamation_of_the_New_Order', 'T-65B_X-wing_starfighter', 'Mining', 'Battle_of_Atollon', 'Siege_of_Lothal', 'Pryce_family', 'Mart_Mattin', 'Ghost', 'Ghadi', 'Standard_year', 'Lothal_resistance_group', 'Forest', 'Mira_Bridger', 'Sabine_Wren', 'Lando_Calrissian%27s_farm', 'Imperial_Era', 'Del_Meeko', 'Security_Ministry', 'Gray_Syndicate', 'Ruurian', 'Mining_Guild', 'Wullf_Yularen', 'Hosnian_Cataclysm', 'Force_vision', 'Battle_of_Exegol', 'Uprising_on_Lothal', 'Droid', 'Lothal_re-settlement_camp_43', 'Massassi_Group', 'Imperial_Senate', 'Grand_Admiral', 'C1-10P', '5_BBY', 'Mon_Cala', 'Core_Worlds', 'Lothal_Bulletin', 'Hera_Syndulla', 'Sienar_Advanced_Projects_Laboratory', 'Agent', 'Westhills_skirmish', 'Lothalite', 'Kinpany_Gap', 'Boo_Boo_barn', 'Lothal_City_fuel_depot', 'Human', 'Aqualish_(language)', 'Beck_Ollet', 'Galactic_Basic', 'Coruscant', 'Seevor', 'Spanjaf_family', 'Battle_of_Yavin', 'Athletic_director', 'Bespin', '3_BBY', 'Assistant_Vice_Minister', 'Capital_City_spaceport', 'Language', 'Jho', 'Darth_Sidious', 'Minister', 'Elainye_Pryce']",1,1
Lowick,13612.8,329.46,0.08719753743,24.58592363,383000547,Outer Rim,Calaron Sector,U9,http://starwars.wikia.com/wiki/Lowick,948.0,,https://starwars.fandom.com/wiki/Lowick,Lowick,False,{},"Lowick was the swampy homeworld of the Pa'lowick singer Sy Snootles.
","['Swamp', 'Lowik', 'Jungle', 'Homeworld', 'Planet', 'Sy_Snootles', 'Canon', 'Musician', 'Pa%27lowick']",0,0
Lucazec,8459.02,4932.26,0.08724893688,24.5866122,382999589,Outer Rim,Nuiri Sector,Q6,http://starwars.wikia.com/wiki/Lucazec,814.0,,https://starwars.fandom.com/wiki/Lucazec,Lucazec,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Grid coordinates': 'Q-6', 'Trade routes': 'Salin Corridor'}, 'Societal information': {'Affiliation': 'Galactic Empire'}}","Lucazec was an astronomical object located in the Outer Rim Territories along the Salin Corridor that was controlled by the Galactic Empire. A group of rebels once stole an Imperial corvette known as the Carrion Spike and launched an attack on the Empire's mining operations on Lucazec, controlled through TaggeCo. They broadcasted a holovid of their activities.
","['Mission_to_Murkhana', 'Corvette', 'Outer_Rim_Territories', 'Berch_Teller%27s_rebel_cell', 'Mining', 'Galactic_Empire', 'Standard_Galactic_Grid', 'TaggeCo', 'Holovid', 'Canon', 'Carrion_Spike', 'Salin_Corridor', 'Attack_on_Lucazec']",1,1
Lutrillia,-1640.25,-12658.75,0.08734965847,24.58398063,382999608,Outer Rim,Yarith Sector,J18,http://starwars.wikia.com/wiki/Lutrillia,373.0,,https://starwars.fandom.com/wiki/Lutrillia,Lutrillia,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Sector': 'Greater Javin', 'Grid coordinates': 'J-18'}, 'Societal information': {'Native species': 'Lutrillian'}}","Lutrillia was a planet in the Greater Javin Region of the galaxy's Outer Rim Territories that was the homeworld of the Lutrillian species.
","['Greater_Javin', 'Species', 'Outer_Rim_Territories', 'Homeworld', 'Standard_Galactic_Grid', 'Planet', 'Lutrillian', 'Canon', 'The_galaxy']",0,0
Lwhekk,-12229.03,-9521.08,0.08745526202,24.58445002,382999813,Unknown Regions,,C16,http://starwars.wikia.com/wiki/Lwhekk,1961.0,,https://starwars.fandom.com/wiki/Lwhekk,Lwhekk,False,"{'Astrographical information': {'Region': 'Unknown Regions', 'Grid coordinates': 'C-16'}}","Lwhekk was an astronomical object located in the galaxy's Unknown Regions.
","['Standard_Galactic_Grid', 'Unknown_Regions', 'Canon', 'The_galaxy']",0,0
Lyran,11864.25,-7704.25,0.08721497599,24.58472181,382999610,Outer Rim,Quiberon Sector,S15,http://starwars.wikia.com/wiki/Lyran,967.0,,https://starwars.fandom.com/wiki/Lyran,Lyran,False,{},"Lyran was a world in the galaxy where Chass na Chadic, pilot in the New Republic's Alphabet Squadron, had once visited. Several weeks after the Battle of Endor in 4 ABY, Chadick and her squadron visited a Jedi temple on the moon of the planet Harkrova I, where they found a holographic map of the galaxy. Chadick recognized Lyran in this map.
","['Unidentified_moon_(Harkrova_I)', 'Harkrova_I', 'Battle_of_Endor', 'Squadron', 'New_Republic', '4_ABY', 'Chass_na_Chadic', 'Unidentified_temple_(Harkrova_system)', 'Planet', 'Hologram', 'Alphabet_Squadron', 'Canon', 'Pilot', 'Standard_week', 'The_galaxy']",0,1
M'haeli,3237.03,-8666.47,0.0873010166,24.58457787,382999771,Expansion Region,Majoor Sector,N15,http://starwars.wikia.com/wiki/M%27haeli,1071.0,,https://starwars.fandom.com/wiki/M%27haeli,M'haeli,False,"{'Astrographical information': {'Region': 'Expansion Region', 'Grid coordinates': 'N-15'}, 'Physical information': {'Points of interest': ""D'olop mountain range""}, 'Societal information': {'Major exports': 'Dragite gems'}}","M'haeli was an agriworld located in the galaxy's Expansion Region. The world contained the D'olop mountain range, where dragite gems were mined for use in lightsabers.
","['Mountain', 'Mining', 'Lightsaber', 'Standard_Galactic_Grid', 'Dragite_gem', 'Canon', 'D%27olop_mountain_range', 'Expansion_Region', 'Agriworld', 'The_galaxy']",0,0
Maires,5068.84,859.0,0.08728274767,24.58600285,382999604,Inner Rim,Hapes Cluster Sector,O9,http://starwars.wikia.com/wiki/Maires,1324.0,,https://starwars.fandom.com/wiki/Maires,Maires,False,{'General information': {'Fauna': 'Mairan'}},"Maires was the homeworld of the Mairan species.
","['Mairan', 'Homeworld', 'Canon', 'Species']",0,0
Makem Te,11242.01,6717.6,0.08722118168,24.58687928,382999433,Outer Rim,Nilgaard Sector,S5,http://starwars.wikia.com/wiki/Makem_Te,772.0,,https://starwars.fandom.com/wiki/Makem_Te,Makem Te,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Orbital position': 'S-5', 'Trade routes': 'Perlemian Trade Route'}, 'Societal information': {'Native species': 'Swokes Swokes'}}","Makem Te was an astronomical object located in the galaxy's Outer Rim Territories that was the homeworld of the Swokes Swokes species. It was located close to one end of the Perlemian Trade Route, which connected it to the planets Quermia and Desevro.
","['Species', 'Outer_Rim_Territories', 'Perlemian_Trade_Route', 'Homeworld', 'Standard_Galactic_Grid', 'Desevro', 'Swokes_Swokes', 'Quermia', 'Canon', 'The_galaxy']",0,0
Malachor,10801.71,7867.55,0.08722557286,24.58705131,383000582,Outer Rim,,S4,http://starwars.wikia.com/wiki/Malachor,2047.0,,https://starwars.fandom.com/wiki/Malachor,Malachor,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Sector': 'Chorlian sector', 'System': 'Malachor system', 'Moons': 'At least 2'}, 'Physical information': {'Atmosphere': 'Breathable', 'Primary terrain': ['Rocky wastes', 'barren'], 'Points of interest': ['Malachor Sith Temple', 'Malachor superweapon'], 'Fauna': 'Convor'}, 'Societal information': {'Immigrated species': ['Dathomirian Zabrak'], 'Primary language(s)': 'Old tongue', 'Population': 'At least 1: Maul ', 'Affiliation': 'Sith'}}","Malachor was a rocky, hellish wasteland planet located in the Chorlian sector of the galaxy's Outer Rim Territories region. It was a planet shrouded in mystery, and the location of an event known as the Great Scourge of Malachor, which took place thousands of years before the rise of the Empire. The Great Scourge was an ancient battle at Malachor's Sith temple between the Sith and the Jedi Order, which saw a superweapon activated, killing and petrifying all the participants of the battle, remaining for years after.
","['Meebur_Gascon', 'Landonis_Balthazar_Calrissian', 'Galactic_Republic', 'Ashes_of_Malachor', 'Desert', 'Darth', 'Ezra_Bridger', 'Inquisitorius', 'Jedi', 'Jedi_Order', 'Presence', 'Seventh_Sister', 'Chopper_Base', 'Lothal', 'Lord', 'Abafar', 'Standard_year', 'Spacer', 'Chorlian_sector', 'Sith', 'Imperial_Era', 'Ur-Kitt%C3%A2t', 'Planet', 'Smuggler', 'The_galaxy', 'Ahsoka_Tano', 'Cikatro_Vizago', 'Yoda', 'Atollon', 'Eighth_Brother', 'Broken_Horn_Syndicate', 'Force_vision', 'Maul', 'Mission_to_Malachor', 'First_Order', 'Phoenix_Cell', 'Ziost', 'Rhelg', 'Republic_Era', 'Padawan', 'Dathomirian', 'Sith_holocron', 'Cold_War', 'Sith_Empire', 'D-Squad', 'Kanan_Jarrus', 'Force-sensitive', 'Malachor_superweapon', 'Carbonite', 'Convor', 'Kyber_crystal', 'Malachor_system', 'Zabrak', 'Outer_Rim_Territories', 'Escape_from_Abafar', 'TIE_Advanced_x1', 'World_Between_Worlds', 'Colonel', 'Anakin_Skywalker', 'Jaguada', 'Sith_Chalice', 'Nightbrothers', 'Fifth_Brother', 'Holocron', 'Great_Scourge_of_Malachor', 'Atmosphere', 'Galactic_Empire', 'Dark_side_of_the_Force', 'Jedi_Archives', 'Ocean', 'Sith_temple', 'Sexes', 'Stone', 'Crime_lord', 'Astromech_droid', '3_BBY', 'Early_rebellion_against_the_Galactic_Empire', 'Jedi_Master', 'Resistance', 'Canon', 'Sith_apprentice', 'Lothal_Jedi_Temple', 'Confederacy_of_Independent_Systems', 'Sith_Lord', 'Darth_Vader%27s_TIE_Advanced', 'Malachor_Sith_Temple', 'Darth_Sidious', 'Sith_holocron_(Malachor)', 'Lightsaber_duel', 'Death']",1,1
Malagarr,15076.42,2434.42,0.08718294052,24.58623853,382999653,Wild Space,,V8,http://starwars.wikia.com/wiki/Malagarr,2040.0,,https://starwars.fandom.com/wiki/Malagarr,Malagarr,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Grid coordinates': 'V-8'}}","Malagarr was an astronomical object located within the galaxy's Outer Rim Territories.
","['Outer_Rim_Territories', 'Standard_Galactic_Grid', 'Canon', 'The_galaxy']",0,0
Malastare,3124.93,-10253.47,0.08730213459,24.58434046,382999732,Mid Rim,Dustig Sector,N16,http://starwars.wikia.com/wiki/Malastare,1720.0,,https://starwars.fandom.com/wiki/Malastare,Malastare,False,"{'Astrographical information': {'Region': 'Mid Rim', 'Sector': 'Dustig sector', 'System': 'Malastare system', 'Grid coordinates': 'N-16', 'Trade routes': ['Biox Detour', 'Hydian Way']}, 'Physical information': {'Atmosphere': 'Breathable', 'Climate': 'Temperate', 'Primary terrain': ['Forests', 'Rocky'], 'Points of interest': ['Imperial palace', 'Malastare communications station', 'Malastare Narrows', ""Pandion's vacation palace""], 'Fauna': ['Insectomorph', 'Zillo Beast']}, 'Societal information': {'Native species': 'Dug', 'Immigrated species': ['Gran', 'Human'], 'Government': 'Dug Council', 'Demonym': 'Malastarian', 'Major cities': 'Pixelito', 'Major exports': 'Malastarian fuel', 'Affiliation': ['Galactic Republic', 'Galactic Empire', ""Kenner Loring's faction""]}}","Malastare was a forested planet located in the Malastare system of the Mid Rim, situated along the Hydian Way. Its core was home to large reserves of Malastarian fuel, a toxic fuel found only on Malastare. It was the homeworld of the Dug species, though it was represented in the Galactic Senate by the Gran species, who had colonised Malastare. Ainlee Teem, the senator of Malastare, was nominated in the election for Supreme Chancellor during the Invasion of Naboo. During the Clone Wars, Malastare was the location of a battle between the Galactic Republic and the Confederacy of Independent Systems over the planet's fuel reserves. The battle awoke a creature known as the Zillo Beast, which the Republic successfully neutralized, leading the Dug Council to sign a treaty with the Republic allowing them access to their fuel reserves.
","['Star_system', 'Temperature', 'City', 'Operation_Ringbreaker', 'Galactic_Republic', 'Proclamation_of_the_New_Order', 'Alliance_to_Restore_the_Republic', 'Aks_Moe', 'Mining', 'Mace_Windu', 'Pandion%27s_vacation_palace', 'Jylia_Shale', 'Admiral', 'Electro-proton_bomb', 'Valco_Pandion', 'Congress_of_Malastare', 'Ainlee_Teem', 'Ring_of_Kafrene', 'Battle_of_Malastare_(Galactic_Civil_War)', 'Trade_Federation', 'Malastarian_fuel', 'Kenner_Loring%27s_faction', 'Forest', 'Mid_Rim', 'Lightsaber', 'Kep-She', 'Separatist_Crisis', 'Battle_of_Endor', 'Planet', 'Dustig_sector', 'Separatist_Droid_Army', 'Supreme_Chancellor', 'Fuel', 'Sebulba', 'Insectomorph', 'Homeworld', 'Grand_Moff', 'Akiva', 'Wullf_Yularen', 'Clone_trooper', 'Malastare_communications_station', 'Nakha_Urus', 'Droid', 'Rebellion_on_Akiva', 'Tree', 'Imperial_palace_(Malastare)', '61st_Mobile_Infantry', 'Species', 'Malastare_Narrows', 'Siege_of_Inyusu_Tor', 'Clone_Wars', 'Doge', 'Zillo_Beast', 'Core_Worlds', 'Standard_Galactic_Grid', 'Dug_Council', 'Dug', 'Senator', 'Grand_Army_of_the_Republic', 'Armor', 'Fleet', 'Lommite', 'Gran', 'RX-200_Falchion-class_assault_tank', 'Kenner_Loring', 'Gallius_Rax', 'Human', 'Outer_Rim_Territories', 'Malastare_system', 'Galactic_Senate', 'Blade_Squadron', 'Podracing', 'Sionver_Boll', 'Blockade', 'Hyperspace_route', 'Hydian_Way', 'Harch', 'Invasion_of_Naboo', 'ZeHeth', 'Atmosphere', 'Galactic_Empire', 'Coruscant', 'Imperial_Future_Council', 'Battle_of_Malastare_Narrows', 'Corporate_Alliance', 'Sinkhole', 'Fleet_Admiral', 'Finis_Valorum', 'Biox_Detour', 'Darkknell', 'Doctor', 'Podracer_(profession)', 'Eriadu_Mining_and_Shipping', 'Qui-Gon_Jinn', 'Jedi_Master', 'Canon', 'Trench', 'Battle_of_Malastare', 'General', 'Grand_General', 'Confederacy_of_Independent_Systems', 'Darth_Sidious', 'Pixelito', 'Poison', 'Death', 'Vote_of_No_Confidence', 'Treaty_of_Malastare']",0,0
